co_area_compl_pedagogica_1,co_area_compl_pedagogica_2,co_area_compl_pedagogica_3,co_area_curso_1,co_area_curso_2,co_area_curso_3,co_curso_1,co_curso_2,co_curso_3,co_ies_1,co_ies_2,co_ies_3,co_municipio_end,co_uf_end,id_docente,in_disc_artes,in_disc_biologia,in_disc_educacao_fisica,in_disc_ensino_religioso,in_disc_est_sociais_sociologia,in_disc_estagio_supervisionado,in_disc_estudos_sociais,in_disc_filosofia,in_disc_fisica,in_disc_geografia,in_disc_historia,in_disc_informatica_computacao,in_disc_lingua_outra,in_disc_lingua_ingles,in_disc_libras,in_disc_lingua_espanhol,in_disc_lingua_frances,in_disc_lingua_indigena,in_disc_lingua_portuguesa,in_disc_outras,in_disc_port_segunda_lingua,in_disc_profissionalizante,in_disc_pedagogicas,in_disc_matematica,in_disc_quimica,in_disc_sociologia,in_doutorado,in_eja,in_especializacao,in_especial_exclusiva,in_mestrado,in_pos_nenhum,in_profissionalizante,in_regular,in_superdotacao,in_surdez,in_surdocegueira,nu_ano_conclusao_3,nu_ano_conclusao_2,nu_ano_conclusao_1,tp_ensino_medio,tp_etapa_ensino,tp_local_resid_diferenciada,tp_situacao_curso_3,tp_situacao_curso_2,tp_situacao_curso_1,tp_tipo_contratacao,tp_tipo_ies_1,tp_tipo_ies_2,tp_tipo_ies_3
NA,NA,NA,1,NA,NA,145F14,NA,NA,578,NA,NA,2927408,29,118898237919,0,0,0,0,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,1,NA,0,0,NA,NA,NA,0,0,NA,NA,2004,NA,8,NA,NA,NA,1,1,1,NA,NA
NA,NA,NA,1,NA,NA,145F14,NA,NA,578,NA,NA,2927408,29,118898237919,0,0,0,0,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,1,NA,0,0,NA,NA,NA,0,0,NA,NA,2004,NA,9,NA,NA,NA,1,1,1,NA,NA
NA,NA,NA,1,NA,NA,145F14,NA,NA,578,NA,NA,2927408,29,121165141182,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,2000,3,26,NA,NA,NA,1,1,1,NA,NA
NA,NA,NA,1,NA,NA,145F14,NA,NA,578,NA,NA,2927408,29,121165141182,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,2000,3,27,NA,NA,NA,1,1,1,NA,NA
NA,NA,NA,1,NA,NA,145F14,NA,NA,578,NA,NA,2927408,29,121165141182,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,2000,3,25,NA,NA,NA,1,1,1,NA,NA
NA,NA,NA,1,NA,NA,145F14,NA,NA,578,NA,NA,2927408,29,121165141182,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,0,0,0,0,0,NA,1,NA,0,0,NA,NA,NA,0,0,NA,NA,2000,NA,10,NA,NA,NA,1,1,1,NA,NA
NA,NA,NA,1,NA,NA,145F14,NA,NA,578,NA,NA,2927408,29,121165141182,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,0,0,0,0,0,NA,1,NA,0,0,NA,NA,NA,0,0,NA,NA,2000,NA,25,NA,NA,NA,1,1,1,NA,NA
NA,NA,NA,1,NA,NA,145F14,NA,NA,578,NA,NA,2927408,29,121165141182,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,0,0,0,0,0,NA,1,NA,0,0,NA,NA,NA,0,0,NA,NA,2000,NA,26,NA,NA,NA,1,1,1,NA,NA
NA,NA,NA,1,NA,NA,145F14,NA,NA,578,NA,NA,2927408,29,988E5E467505D8AB559EC2E17A38720A,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,1996,3,20,NA,NA,NA,1,1,1,NA,NA
NA,NA,NA,1,NA,NA,145F14,NA,NA,578,NA,NA,2927408,29,DB81715E1DBEB8572B289AB74FAB1523,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,2000,3,19,NA,NA,NA,1,1,1,NA,NA
NA,NA,NA,1,NA,NA,145F14,NA,NA,578,NA,NA,2927408,29,DB81715E1DBEB8572B289AB74FAB1523,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,2000,3,26,NA,NA,NA,1,1,1,NA,NA
NA,NA,NA,1,NA,NA,145F14,NA,NA,578,NA,NA,2927408,29,DB81715E1DBEB8572B289AB74FAB1523,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,2000,3,41,NA,NA,NA,1,1,1,NA,NA
NA,NA,NA,1,NA,NA,145F14,NA,NA,578,NA,NA,2927408,29,EE78F6130BB9100F7861D2C3622E52E9,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,0,0,0,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,2000,NA,19,NA,NA,NA,1,1,1,NA,NA
NA,NA,NA,1,NA,NA,145F14,NA,NA,578,NA,NA,2927408,29,EE78F6130BB9100F7861D2C3622E52E9,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,0,0,0,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,2000,NA,41,NA,NA,NA,1,1,1,NA,NA
NA,NA,NA,1,NA,NA,145F14,NA,NA,578,NA,NA,2927408,29,EE78F6130BB9100F7861D2C3622E52E9,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,2000,NA,20,NA,NA,NA,1,1,1,NA,NA
NA,NA,NA,1,NA,NA,145F14,NA,NA,578,NA,NA,2927408,29,EE78F6130BB9100F7861D2C3622E52E9,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,2000,NA,26,NA,NA,NA,1,1,1,NA,NA
NA,NA,NA,1,NA,NA,145F15,NA,NA,519,NA,NA,2927408,29,115197089473,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,0,NA,1,NA,1,0,NA,NA,NA,0,0,NA,NA,1988,NA,10,NA,NA,NA,1,1,2,NA,NA
NA,NA,NA,1,NA,NA,145F15,NA,NA,519,NA,NA,2927408,29,115197089473,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,0,NA,1,NA,1,0,NA,NA,NA,0,0,NA,NA,1988,NA,11,NA,NA,NA,1,1,2,NA,NA
NA,NA,NA,1,NA,NA,145F15,NA,NA,519,NA,NA,2927408,29,115197089473,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,0,NA,1,NA,1,0,NA,NA,NA,0,0,NA,NA,1988,NA,8,NA,NA,NA,1,1,2,NA,NA
NA,NA,NA,1,NA,NA,145F15,NA,NA,519,NA,NA,2927408,29,115197089473,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,0,NA,1,NA,1,0,NA,NA,NA,0,0,NA,NA,1988,NA,9,NA,NA,NA,1,1,2,NA,NA
NA,NA,NA,1,NA,NA,145F15,NA,NA,519,NA,NA,2927408,29,119874164572,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,1999,3,11,NA,NA,NA,1,1,2,NA,NA
NA,NA,NA,1,NA,NA,145F15,NA,NA,519,NA,NA,2927408,29,119874164572,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,1999,3,20,NA,NA,NA,1,1,2,NA,NA
NA,NA,NA,1,NA,NA,145F15,NA,NA,519,NA,NA,2927408,29,119874164572,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,1999,3,25,NA,NA,NA,1,1,2,NA,NA
NA,NA,NA,1,NA,NA,145F15,NA,NA,519,NA,NA,2927408,29,119874164572,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,1999,3,26,NA,NA,NA,1,1,2,NA,NA
NA,NA,NA,1,NA,NA,145F15,NA,NA,519,NA,NA,2927408,29,119874164572,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,1,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,1999,3,19,NA,NA,NA,1,1,2,NA,NA
NA,NA,NA,1,NA,NA,145F15,NA,NA,519,NA,NA,2927408,29,119874164572,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,1,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,1999,3,26,NA,NA,NA,1,1,2,NA,NA
NA,NA,NA,1,NA,NA,145F15,NA,NA,519,NA,NA,2927408,29,119874164572,0,0,0,0,0,NA,NA,0,0,0,0,0,0,1,0,0,0,0,1,1,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,1999,3,19,NA,NA,NA,1,1,2,NA,NA
NA,NA,NA,1,NA,NA,145F15,NA,NA,519,NA,NA,2927408,29,119874164572,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,0,0,0,0,0,NA,1,NA,0,0,NA,NA,NA,0,0,NA,NA,1999,NA,10,NA,NA,NA,1,1,2,NA,NA
NA,NA,NA,1,NA,NA,145F15,NA,NA,519,NA,NA,2927408,29,119874164572,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,0,0,0,0,0,NA,1,NA,0,0,NA,NA,NA,0,0,NA,NA,1999,NA,9,NA,NA,NA,1,1,2,NA,NA
NA,NA,NA,1,NA,NA,145F15,NA,NA,519,NA,NA,2927408,29,119874164572,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NA,0,0,0,0,0,0,NA,1,NA,0,0,NA,NA,NA,0,0,NA,NA,1999,NA,25,NA,NA,NA,1,1,2,NA,NA
NA,NA,NA,1,NA,NA,145F15,NA,NA,519,NA,NA,2927408,29,119874164572,0,0,0,0,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,1,NA,0,0,NA,NA,NA,0,0,NA,NA,1999,NA,27,NA,NA,NA,1,1,2,NA,NA
NA,NA,NA,1,NA,NA,145F15,NA,NA,519,NA,NA,2927408,29,119874164572,0,0,0,0,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,1,0,NA,1,NA,0,0,NA,NA,NA,0,0,NA,NA,1999,NA,26,NA,NA,NA,1,1,2,NA,NA
NA,NA,NA,1,NA,NA,145F15,NA,NA,519,NA,NA,2927408,29,119874164572,1,0,1,0,NA,NA,0,0,0,0,1,0,0,1,0,0,0,0,0,1,NA,0,0,1,0,0,0,NA,1,NA,0,0,NA,NA,NA,0,0,NA,NA,1999,NA,10,NA,NA,NA,1,1,2,NA,NA
NA,NA,NA,1,NA,NA,145F15,NA,NA,519,NA,NA,2927408,29,119874164572,1,0,1,0,NA,NA,0,0,0,0,1,0,0,1,0,0,0,0,1,1,NA,0,0,0,0,0,0,NA,1,NA,0,0,NA,NA,NA,0,0,NA,NA,1999,NA,10,NA,NA,NA,1,1,2,NA,NA
NA,NA,NA,1,NA,NA,145F15,NA,NA,519,NA,NA,2927408,29,119874164572,1,0,1,0,NA,NA,0,0,0,1,0,0,0,1,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,1,NA,0,0,NA,NA,NA,0,0,NA,NA,1999,NA,9,NA,NA,NA,1,1,2,NA,NA
NA,NA,NA,1,NA,NA,145F15,NA,NA,519,NA,NA,2927408,29,119874164572,1,0,1,0,NA,NA,0,0,0,1,0,0,0,1,0,0,0,0,0,1,NA,0,0,0,0,0,0,NA,1,NA,0,0,NA,NA,NA,0,0,NA,NA,1999,NA,9,NA,NA,NA,1,1,2,NA,NA
NA,NA,NA,1,NA,NA,145F15,NA,NA,519,NA,NA,2927408,29,128378420107,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,1986,3,10,NA,NA,NA,1,1,2,NA,NA
NA,NA,NA,1,NA,NA,145F15,NA,NA,519,NA,NA,2927408,29,128378420107,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,1986,3,19,NA,NA,NA,1,1,2,NA,NA
NA,NA,NA,1,NA,NA,145F15,NA,NA,519,NA,NA,2927408,29,128378420107,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,1986,3,25,NA,NA,NA,1,1,2,NA,NA
NA,NA,NA,1,NA,NA,145F15,NA,NA,519,NA,NA,2927408,29,128378420107,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,1986,3,9,NA,NA,NA,1,1,2,NA,NA
NA,NA,NA,1,NA,NA,145F15,NA,NA,519,NA,NA,2927408,29,128378420107,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,1,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,1986,3,9,NA,NA,NA,1,1,2,NA,NA
NA,NA,NA,1,NA,NA,145F15,NA,NA,519,NA,NA,2927408,29,14CC4CF71056E9466E55DC36516586AE,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,1999,NA,25,NA,NA,NA,1,1,2,NA,NA
NA,NA,NA,1,NA,NA,145F15,NA,NA,519,NA,NA,2927408,29,14CC4CF71056E9466E55DC36516586AE,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,1999,NA,41,NA,NA,NA,1,1,2,NA,NA
NA,NA,NA,1,NA,NA,145F15,NA,NA,519,NA,NA,2927408,29,14CC4CF71056E9466E55DC36516586AE,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,1,0,NA,NA,0,0,0,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,1999,NA,19,NA,NA,NA,1,1,2,NA,NA
NA,NA,NA,1,NA,NA,145F15,NA,NA,578,NA,NA,2927408,29,0735C561A8B643C0DAFFEEC997A3A1E7,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,0,0,0,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,1994,NA,19,NA,NA,NA,1,1,1,NA,NA
NA,NA,NA,1,NA,NA,145F15,NA,NA,578,NA,NA,2927408,29,0735C561A8B643C0DAFFEEC997A3A1E7,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,0,0,0,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,1994,NA,21,NA,NA,NA,1,1,1,NA,NA
NA,NA,NA,1,NA,NA,145F15,NA,NA,578,NA,NA,2927408,29,0735C561A8B643C0DAFFEEC997A3A1E7,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,1,0,NA,NA,0,0,0,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,1994,NA,21,NA,NA,NA,1,1,1,NA,NA
NA,NA,NA,1,NA,NA,145F15,NA,NA,578,NA,NA,2927408,29,0735C561A8B643C0DAFFEEC997A3A1E7,0,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,1994,NA,19,NA,NA,NA,1,1,1,NA,NA
NA,NA,NA,1,NA,NA,145F15,NA,NA,578,NA,NA,2927408,29,0735C561A8B643C0DAFFEEC997A3A1E7,0,0,0,0,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,0,0,1,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,1994,NA,26,NA,NA,NA,1,1,1,NA,NA
NA,NA,NA,1,NA,NA,145F15,NA,NA,578,NA,NA,2927408,29,0EF7E8888393522BFA1A8FE7E35BF107,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,1994,3,20,NA,NA,NA,1,1,1,NA,NA
NA,NA,NA,1,NA,NA,145F15,NA,NA,578,NA,NA,2927408,29,0EF7E8888393522BFA1A8FE7E35BF107,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,1994,3,27,NA,NA,NA,1,1,1,NA,NA
NA,NA,NA,1,NA,NA,145F15,NA,NA,578,NA,NA,2927408,29,0EF7E8888393522BFA1A8FE7E35BF107,0,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,1994,3,19,NA,NA,NA,1,1,1,NA,NA
NA,NA,NA,1,NA,NA,145F15,NA,NA,578,NA,NA,2927408,29,0EF7E8888393522BFA1A8FE7E35BF107,0,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,1994,3,20,NA,NA,NA,1,1,1,NA,NA
NA,NA,NA,1,NA,NA,145F15,NA,NA,578,NA,NA,2927408,29,115167291452,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,1994,3,11,NA,NA,NA,1,1,1,NA,NA
NA,NA,NA,1,NA,NA,145F15,NA,NA,578,NA,NA,2927408,29,115167291452,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,1994,3,19,NA,NA,NA,1,1,1,NA,NA
NA,NA,NA,1,NA,NA,145F15,NA,NA,578,NA,NA,2927408,29,115167291452,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,1994,3,25,NA,NA,NA,1,1,1,NA,NA
NA,NA,NA,1,NA,NA,145F15,NA,NA,578,NA,NA,2927408,29,115167291452,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,1994,3,26,NA,NA,NA,1,1,1,NA,NA
NA,NA,NA,1,NA,NA,145F15,NA,NA,578,NA,NA,2927408,29,115167291452,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,1,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,1994,3,10,NA,NA,NA,1,1,1,NA,NA
NA,NA,NA,1,NA,NA,145F15,NA,NA,578,NA,NA,2927408,29,115167291452,0,0,0,0,0,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,1994,3,19,NA,NA,NA,1,1,1,NA,NA
NA,NA,NA,1,NA,NA,145F15,NA,NA,578,NA,NA,2927408,29,115167291452,0,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,1994,3,19,NA,NA,NA,1,1,1,NA,NA
NA,NA,NA,1,NA,NA,145F15,NA,NA,578,NA,NA,2927408,29,115167291452,0,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,1994,3,20,NA,NA,NA,1,1,1,NA,NA
NA,NA,NA,1,NA,NA,145F15,NA,NA,578,NA,NA,2927408,29,115167291452,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,0,NA,1,NA,0,0,NA,NA,NA,0,0,NA,NA,1994,NA,11,NA,NA,NA,1,1,1,NA,NA
NA,NA,NA,1,NA,NA,145F15,NA,NA,578,NA,NA,2927408,29,115167291452,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,0,NA,1,NA,0,0,NA,NA,NA,0,0,NA,NA,1994,NA,25,NA,NA,NA,1,1,1,NA,NA
NA,NA,NA,1,NA,NA,145F15,NA,NA,578,NA,NA,2927408,29,115167291452,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,0,NA,1,NA,0,0,NA,NA,NA,0,0,NA,NA,1994,NA,27,NA,NA,NA,1,1,1,NA,NA
NA,NA,NA,1,NA,NA,145F15,NA,NA,578,NA,NA,2927408,29,115167291452,1,0,1,0,NA,NA,0,0,0,1,1,0,0,1,0,0,0,0,0,1,NA,0,0,1,0,0,0,NA,1,NA,0,0,NA,NA,NA,0,0,NA,NA,1994,NA,9,NA,NA,NA,1,1,1,NA,NA
NA,NA,NA,1,NA,NA,145F15,NA,NA,578,NA,NA,2927408,29,115167291452,1,0,1,0,NA,NA,0,0,0,1,1,0,0,1,0,0,0,0,1,0,NA,0,0,0,0,0,0,NA,1,NA,0,0,NA,NA,NA,0,0,NA,NA,1994,NA,8,NA,NA,NA,1,1,1,NA,NA
NA,NA,NA,1,NA,NA,145F15,NA,NA,578,NA,NA,2927408,29,115196529844,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,0,0,0,0,0,1,0,1,0,0,1,NA,NA,NA,NA,NA,1998,3,25,NA,NA,NA,1,1,1,NA,NA
NA,NA,NA,1,NA,NA,145F15,NA,NA,578,NA,NA,2927408,29,115196529844,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,0,0,0,0,0,1,0,1,0,0,1,NA,NA,NA,NA,NA,1998,3,26,NA,NA,NA,1,1,1,NA,NA
NA,NA,NA,1,NA,NA,145F15,NA,NA,578,NA,NA,2927408,29,115196529844,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,0,0,0,1,0,1,0,1,0,0,1,NA,NA,NA,NA,NA,1998,3,26,NA,NA,NA,1,1,1,NA,NA
NA,NA,NA,1,NA,NA,145F15,NA,NA,578,NA,NA,2927408,29,115196529844,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,0,0,0,1,0,1,0,1,0,0,1,NA,NA,NA,NA,NA,1998,3,21,NA,NA,NA,1,1,1,NA,NA
NA,NA,NA,1,NA,NA,145F15,NA,NA,578,NA,NA,2927408,29,115196529844,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,1,NA,NA,NA,0,0,0,0,0,1,0,1,0,0,1,NA,NA,NA,NA,NA,1998,3,10,NA,NA,NA,1,1,1,NA,NA
NA,NA,NA,1,NA,NA,145F15,NA,NA,578,NA,NA,2927408,29,115196529844,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,1,NA,NA,NA,0,0,0,0,0,1,0,1,0,0,1,NA,NA,NA,NA,NA,1998,3,20,NA,NA,NA,1,1,1,NA,NA
NA,NA,NA,1,NA,NA,145F15,NA,NA,578,NA,NA,2927408,29,115196529844,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,1,NA,NA,NA,0,0,0,0,0,1,0,1,0,0,1,NA,NA,NA,NA,NA,1998,3,25,NA,NA,NA,1,1,1,NA,NA
NA,NA,NA,1,NA,NA,145F15,NA,NA,578,NA,NA,2927408,29,115196529844,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,0,NA,1,NA,0,0,NA,NA,NA,0,0,NA,NA,1998,NA,8,NA,NA,NA,1,1,1,NA,NA
NA,NA,NA,1,NA,NA,145F15,NA,NA,578,NA,NA,2927408,29,115196529844,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NA,0,0,0,0,0,0,NA,1,NA,0,0,NA,NA,NA,0,0,NA,NA,1998,NA,26,NA,NA,NA,1,1,1,NA,NA
NA,NA,NA,1,NA,NA,145F15,NA,NA,578,NA,NA,2927408,29,115196529844,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NA,0,0,0,0,0,0,NA,1,NA,0,0,NA,NA,NA,0,0,NA,NA,1998,NA,27,NA,NA,NA,1,1,1,NA,NA
NA,NA,NA,1,NA,NA,145F15,NA,NA,578,NA,NA,2927408,29,115196529844,0,1,1,0,NA,NA,0,0,1,1,1,0,0,1,0,0,0,0,0,1,NA,0,0,1,1,1,0,NA,1,NA,1,0,NA,NA,NA,0,0,NA,NA,1984,NA,27,NA,NA,NA,1,1,1,NA,NA
NA,NA,NA,1,NA,NA,145F15,NA,NA,578,NA,NA,2927408,29,115196529844,0,1,1,0,NA,NA,0,1,1,0,1,0,0,1,0,0,0,0,0,1,NA,0,0,1,1,1,0,NA,1,NA,1,0,NA,NA,NA,0,0,NA,NA,1984,NA,26,NA,NA,NA,1,1,1,NA,NA
NA,NA,NA,1,NA,NA,145F15,NA,NA,578,NA,NA,2927408,29,115196529844,0,1,1,0,NA,NA,0,1,1,1,0,0,0,1,0,0,0,0,0,1,NA,0,0,1,1,1,0,NA,1,NA,1,0,NA,NA,NA,0,0,NA,NA,1984,NA,27,NA,NA,NA,1,1,1,NA,NA
